color_other,color_target,n_target,n_total,response1,response2,response3,rt,slide_number_in_experiment,prolificID,time_in_minutes,language_information.childhood_language,language_information.country_of_birth,language_information.country_of_residence,language_information.father_country_of_birth,language_information.mother_country_of_birth,language_information.preferred_language,subject_information.age,subject_information.assess,subject_information.colorblind,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.languages,system.Browser,system.OS,system.screenH,system.screenW,author,description,experiment_id,inserted_at,updated_at
black,white,5,5,todos,grandes,,6243,21,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,1,5,minoritario,,,9328,22,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,56,100,many,mayority,snowflakes,40221,5,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,16,100,pocos,,,11553,23,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,95,100,muy pocos,pequeños,,4516,24,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,3,5,mas de la mitad,grandes,,16076,25,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,40,100,minoria,pequeños,,7941,26,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,2,25,solo dos,medianos,,7868,27,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,4,10,casi iguales,,,14764,28,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,8,25,fewer whites than blacks,separates,three are together,65284,6,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,8,10,mayority,big,separated,22952,7,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,9,10,mayority,all but one,round,28175,8,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,2,5,mayority,bigger,separated,13434,9,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,10,100,minority,few,more in left,23364,10,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
white,black,45,100,equal ,separated,small,22101,11,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,0,5,all of them,big,together,23589,12,59e5c9a65de9b000017ed01c,13.430533333333333,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256836,2017-12-19 22:35:47.270497
black,white,12,25,round,moyority,separated,205772,3,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,4,5,mayority,separated,few,47127,4,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,18,25,mayoria,medianos,separados,19643,13,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,69,100,minoria ,pequeños,redondos,13566,14,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,77,100,la gran mayoria,pequeños,redondos,14353,15,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,5,10,la mitad,grandes,redodos,27701,16,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,25,100,la gran mayoria,pequeños,juntos,18401,17,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,25,25,todos ellos,medianos,redondos,12971,18,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,1,10,solo uno,grandes,,14714,19,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,82,100,la gran mayoria,pequeños,,9579,20,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,5,5,todos,grandes,,6243,21,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,1,5,minoritario,,,9328,22,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,56,100,many,mayority,snowflakes,40221,5,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,16,100,pocos,,,11553,23,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,95,100,muy pocos,pequeños,,4516,24,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,3,5,mas de la mitad,grandes,,16076,25,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,40,100,minoria,pequeños,,7941,26,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,2,25,solo dos,medianos,,7868,27,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,4,10,casi iguales,,,14764,28,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,8,25,fewer whites than blacks,separates,three are together,65284,6,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,8,10,mayority,big,separated,22952,7,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,9,10,mayority,all but one,round,28175,8,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,2,5,mayority,bigger,separated,13434,9,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,10,100,minority,few,more in left,23364,10,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
white,black,45,100,equal ,separated,small,22101,11,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
black,white,0,5,all of them,big,together,23589,12,59e5c9a65de9b000017ed01c,13.32135,Spanish,Spain,Spain,Spain,Spain,Spanish,31,Yes,no,,3,1,Male,English,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 22:35:47.256835,2017-12-19 22:35:47.270508
